อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
ิย6404;ิย;ลสม;17.06.24;;0;
ำ62733;ำ6;ฯหส;17.06.24;95หอ/22;226;
5อ539;5อ;ฯหส;17.06.24;;183;
Þา478;Þา;ัสื;17.06.24;;111;
ำ6241;ำ6;ฤฬฤ;17.06.24;95หอ/22;160;
ฤะ572;ฤะ;ัสื;17.06.24;;184;
ำ6263;ำ6;ฤฬฤ;17.06.24;95หอ/22;162;
ลฮ858;ลฮ;รัย;17.06.24;;0;
SZ331;SZ;ฤุม;17.06.24;338ภะ/21;172;
ฤะ578;ฤะ;รัย;17.06.24;;185;
ัำ1415;ัำ;ลสม;17.06.24;;158;
ำ6349;ำ6;ฤฬฤ;17.06.24;95หอ/22;154;
ำ66060;ำ6;ัฮื;17.06.24;95หอ/22;116;
ิย6792;ิย;ลสม;17.06.24;;0;
ำ6224;ำ6;ฯหส;17.06.24;95หอ/22;169;
ำ6173;ำ6;ลสม;17.06.24;95หอ/22;153;
ำ62955;ำ6;ลสม;17.06.24;95หอ/22;150;
ำ62977;ำ6;ัสื;17.06.24;95หอ/22;179;
A46238;A4;ัสื;17.06.24;;0;
ย2979;ย2;ฬศส;17.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;73;
ำ6462;ำ6;ัฮื;17.06.24;95หอ/22;219;
ำ62441;ำ6;ฦำส;17.06.24;95หอ/22;220;
ำ69695;ำ6;ฤฬฤ;17.06.24;95หอ/22;239;
ฤะ422;ฤะ;ัสื;17.06.24;;185;
ัำ1605;ัำ;ัสื;17.06.24;;149;
ำ6265;ำ6;ฤฬฤ;17.06.24;95หอ/22;161;
ำ62969;ำ6;ฤฬฤ;17.06.24;95หอ/22;217;
ำ6299;ำ6;ลสม;17.06.24;95หอ/22;160;
Þย247;Þย;ฮอร;17.06.24;;23;
Þา358;Þา;ัสื;17.06.24;;180;
ั75034;ั7;ัสื;17.06.24;;0;
ำ6651;ำ6;ฤฬฤ;17.06.24;95หอ/22;161;
ำ69071;ำ6;ำิภ;17.06.24;95หอ/22;206;
Þย259;Þย;อฦั;17.06.24;;50;
ำ62953;ำ6;ลสม;17.06.24;95หอ/22;150;
ฤะ476;ฤะ;รัย;17.06.24;;191;
ัำ1419;ัำ;ลสม;17.06.24;;154;
5อ571;5อ;ฯหส;17.06.24;;178;
ิย6236;ิย;อฦั;17.06.24;สหึ-696-22-P07;0;
ย2735;ย2;ฬศส;17.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ำ62961;ำ6;ลสม;17.06.24;95หอ/22;103;
ย2739;ย2;ฬศส;17.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;144;
SZ216;SZ;ภหภ;17.06.24;338ภะ/21;166;
ำ61337;ำ6;ัฮื;17.06.24;95หอ/22;154;
ำ62127;ำ6;ฤฬฤ;17.06.24;95หอ/22;217;
ิย6102;ิย;อฦั;17.06.24;;0;
ย2729;ย2;ฬศส;17.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;109;
ย28759;ย2;ฬศส;17.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;19;
ำ6028;ำ6;ัฮื;17.06.24;95หอ/22;119;
ำ6387;ำ6;ฤฬฤ;17.06.24;95หอ/22;163;
ำ66006;ำ6;ัฮื;17.06.24;95หอ/22;88;
Þา424;Þา;ัสื;17.06.24;;123;
ัำ792;ัำ;ลสม;17.06.24;;140;
าศ918;าศ;ลสม;17.06.24;;57;
ำ6624;ำ6;ลสม;17.06.24;95หอ/22;131;
ำ62425;ำ6;ฦำส;17.06.24;95หอ/22;228;
ำ62880;ำ6;ฤุม;17.06.24;95หอ/22;235;
ศอ1005;ศอ;ลสม;17.06.24;;58;
ำ62641;ำ6;ฯหส;17.06.24;95หอ/22;253;
ำะ1023;ำะ;ัสื;18.06.24;;198;
ย29307;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;177;
ำ62909;ำ6;ฤฬฤ;18.06.24;95หอ/22;238;
Þย248;Þย;อฦั;18.06.24;;50;
ำะ839;ำะ;ลสม;18.06.24;;328;
ำ62803;ำ6;ฤฬฤ;18.06.24;95หอ/22;228;
2S372;2S;ัสื;18.06.24;;0;
ำ6366;ำ6;ศสา;18.06.24;95หอ/22;159;
ิย5979;ิย;อฦั;18.06.24;;0;
ำ62812;ำ6;ฤุม;18.06.24;95หอ/22;145;
ำ6242;ำ6;ัฮื;18.06.24;95หอ/22;142;
ย28207;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;187;
ำ61573;ำ6;ลสม;18.06.24;95หอ/22;220;
ำ62459;ำ6;ฦำส;18.06.24;95หอ/22;215;
ำ63573;ำ6;ฤฬฤ;18.06.24;95หอ/22;218;
5อ501;5อ;ฯหส;18.06.24;;187;
ำ6246;ำ6;ลสม;18.06.24;95หอ/22;157;
ำ62956;ำ6;ีฤา;18.06.24;95หอ/22;125;
5อ591;5อ;ฯหส;18.06.24;;184;
ำ62978;ำ6;ีฤา;18.06.24;95หอ/22;159;
Þย642;Þย;ฮอร;18.06.24;;50;
สห504;สห;ลสม;18.06.24;;285;
2S126;2S;ลสม;18.06.24;;0;
5อ527;5อ;ฯหส;18.06.24;;191;
5อ1511;5อ;ฯหส;18.06.24;;189;
ศอ1365;ศอ;ัสื;18.06.24;;63;
5อ583;5อ;ฯหส;18.06.24;;148;
5อ587;5อ;ฯหส;18.06.24;;151;
ำ6106;ำ6;ศสา;18.06.24;95หอ/22;156;
ั75210;ั7;มรู;18.06.24;;0;
ั75250;ั7;ฯะห;18.06.24;สหึ-696-22-P07;0;
XC8042;XC;ัสื;18.06.24;;0;
ำ62734;ำ6;ฮุุ;18.06.24;95หอ/22;193;
ำ62990;ำ6;ฤุม;18.06.24;95หอ/22;135;
ำ62442;ำ6;ฤุม;18.06.24;95หอ/22;211;
ำ62970;ำ6;สหม;18.06.24;95หอ/22;166;
ิย6652;ิย;ลสม;18.06.24;;0;
ย28103;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;192;
ำ6388;ำ6;ฮฬั;18.06.24;95หอ/22;162;
ัำ1731;ัำ;ฯะห;18.06.24;;347;
ัำ2817;ัำ;ลสม;18.06.24;;156;
ำ6523;ำ6;ลสม;18.06.24;95หอ/22;163;
5อ294;5อ;ลสม;18.06.24;;182;
ย2775;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;87;
ฤะ516;ฤะ;ลสม;18.06.24;;186;
SZ103;SZ;ฤุม;18.06.24;338ภะ/21;98;
ฤะ404;ฤะ;ลสม;18.06.24;;188;
ิย6402;ิย;ลสม;18.06.24;;0;
A46117;A4;ัสื;18.06.24;;0;
ำ6171;ำ6;ฤฬฤ;18.06.24;95หอ/22;162;
ำ62426;ำ6;ีฤา;18.06.24;95หอ/22;149;
ำ6264;ำ6;ลสม;18.06.24;95หอ/22;161;
ฤะ340;ฤะ;ลสม;18.06.24;;186;
ั73062;ั7;มรู;18.06.24;;0;
ิย6232;ิย;ัสื;18.06.24;;0;
SZ105;SZ;ฤุม;18.06.24;338ภะ/21;92;
ศล5615;ศล;ฯะห;18.06.24;;0;
ั75016;ั7;ลสม;18.06.24;;0;
ัำ1407;ัำ;ลสม;18.06.24;;157;
ฤะ612;ฤะ;ลสม;18.06.24;;191;
ำ6623;ำ6;ัีา;18.06.24;95หอ/22;138;
Þย610;Þย;อฦั;18.06.24;;36;
5อ502;5อ;ลสม;18.06.24;;190;
ย28213;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;176;
ำ6300;ำ6;มรู;18.06.24;95หอ/22;159;
ำ6174;ำ6;ีมะ;18.06.24;95หอ/22;176;
ิย6490;ิย;รัย;18.06.24;;0;
ัำ1217;ัำ;ัสื;18.06.24;;163;
ำ62910;ำ6;ฮุุ;18.06.24;95หอ/22;232;
5อ878;5อ;ฮอร;18.06.24;;187;
ำ62642;ำ6;ีฤา;18.06.24;95หอ/22;163;
ำ62804;ำ6;มศุ;18.06.24;95หอ/22;194;
ำ6305;ำ6;ลสม;18.06.24;95หอ/22;181;
ำ6317;ำ6;ลสม;18.06.24;95หอ/22;165;
ำ6350;ำ6;มรู;18.06.24;95หอ/22;159;
ำ62131;ำ6;ฦำส;18.06.24;95หอ/22;222;
SZ333;SZ;ฤุม;18.06.24;338ภะ/21;183;
ลฮ1101;ลฮ;อฦั;18.06.24;;0;
ัำ2961;ัำ;ลสม;18.06.24;;159;
หภ089;หภ;อำะ;18.06.24;;91;
ำ6123;ำ6;ฯหส;18.06.24;95หอ/22;242;
ำ6262;ำ6;ลสม;18.06.24;95หอ/22;135;
Þา9834;Þา;ลสม;18.06.24;;117;
ัำ1437;ัำ;ลสม;18.06.24;;156;
5อ588;5อ;ฮอร;18.06.24;;148;
ั72572;ั7;อำะ;18.06.24;;0;
ั76216;ั7;ฯะห;18.06.24;;0;
ิย6348;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
ำ6161;ำ6;ฤฬฤ;18.06.24;95หอ/22;163;
ำ69302;ำ6;ะฮย;18.06.24;95หอ/22;0;
ศอ1069;ศอ;ลสม;18.06.24;;84;
ย2981;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;74;
ำ6366;ำ6;ลสม;18.06.24;95หอ/22;162;
ฤ2323;ฤ2;ฯหส;18.06.24;;79;
ศอ1063;ศอ;ลสม;18.06.24;;86;
ัำ1523;ัำ;อำะ;18.06.24;;154;
ัำ1735;ัำ;ฯะห;18.06.24;;322;
ย2783;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;138;
ศอ1025;ศอ;ลสม;18.06.24;;96;
ะร291;ะร;ฯหส;18.06.24;;53;
ศอ1021;ศอ;ลสม;18.06.24;;73;
ศอ2029;ศอ;ลสม;18.06.24;;96;
ิย6210;ิย;ลสม;18.06.24;;0;
Þา542;Þา;อำะ;18.06.24;;156;
ำ69693;ำ6;อฦย;18.06.24;95หอ/22;220;
ศอ1033;ศอ;ลสม;18.06.24;;95;
ัำ796;ัำ;ัสื;18.06.24;;135;
หภ317;หภ;อำะ;18.06.24;;96;
ำ6272;ำ6;ลสม;18.06.24;95หอ/22;159;
ศล5685;ศล;ฯะห;18.06.24;;0;
ำ6221;ำ6;ฤฬฤ;18.06.24;95หอ/22;232;
ำ6773;ำ6;ลสม;18.06.24;95หอ/22;112;
ฮฯ487;ฮฯ;อำะ;18.06.24;สหึ-696-22-P07;0;
ิย6230;ิย;อฦั;18.06.24;;0;
ย2941;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;94;
ำ6145;ำ6;ัสื;18.06.24;95หอ/22;146;
ำ6181;ำ6;ฯหส;18.06.24;95หอ/22;241;
ย2975;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;131;
ำ6524;ำ6;ัฮื;18.06.24;95หอ/22;142;
5อ146;5อ;ฯหส;18.06.24;;146;
5อ509;5อ;ฯหส;18.06.24;;187;
ัำ1603;ัำ;ัสื;18.06.24;;145;
ำ6371;ำ6;ฤฬฤ;18.06.24;95หอ/22;217;
ำ6172;ำ6;ัฮื;18.06.24;95หอ/22;159;
5อ597;5อ;ฯหส;18.06.24;;184;
ฤ2120;ฤ2;ฯหส;18.06.24;;46;
ศอ1047;ศอ;ลสม;18.06.24;;100;
SZ209;SZ;ฤุม;18.06.24;338ภะ/21;186;
ะฤ313;ะฤ;มรู;18.06.24;;75;
ัำ684;ัำ;ลสม;18.06.24;;148;
5อ505;5อ;ฯหส;18.06.24;;180;
ย2715;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
ำ6783;ำ6;ฤฬฤ;18.06.24;95หอ/22;224;
ำ6279;ำ6;ฤฬฤ;18.06.24;95หอ/22;162;
ัำ1411;ัำ;ลสม;18.06.24;;139;
ำ6547;ำ6;ฯหส;18.06.24;95หอ/22;236;
ิย6880;ิย;มรู;18.06.24;;0;
5อ507;5อ;ฯหส;18.06.24;;150;
ฤะ332;ฤะ;ัสื;18.06.24;;193;
ำ6261;ำ6;ฤฬฤ;18.06.24;95หอ/22;142;
ำ6274;ำ6;ลสม;18.06.24;95หอ/22;142;
ำ61367;ำ6;ฤฬฤ;18.06.24;95หอ/22;163;
ฤะ6862;ฤะ;รัย;18.06.24;;188;
5อ545;5อ;ฯหส;18.06.24;;195;
A46055;A4;รัย;18.06.24;สหึ-696-22-P07;0;
ิย5567;ิย;ัสื;18.06.24;;0;
Þย336;Þย;อำะ;18.06.24;;38;
Þา281;Þา;ลสม;18.06.24;;69;
ศอ1022;ศอ;อำะ;18.06.24;;90;
ำ6306;ำ6;ัฮื;18.06.24;95หอ/22;178;
ศอ1355;ศอ;ัสื;18.06.24;;91;
ศอ1347;ศอ;อฦั;18.06.24;;77;
หภ211;หภ;ลสม;18.06.24;;42;
ำ67241;ำ6;ัฮื;18.06.24;95หอ/22;107;
ำ68445;ำ6;ฦำส;18.06.24;95หอ/22;224;
ัำ1211;ัำ;ัสื;18.06.24;;137;
ำ6153;ำ6;ฤฬฤ;18.06.24;95หอ/22;223;
5อ510;5อ;อฦั;18.06.24;;187;
ำ69056;ำ6;ัสื;18.06.24;95หอ/22;213;
5อ818;5อ;ัสื;18.06.24;;187;
ย2973;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ย28141;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;176;
ัำ1737;ัำ;ฯะห;18.06.24;;262;
ำ6194;ำ6;ัฮื;18.06.24;95หอ/22;159;
ำ6377;ำ6;ฤฬฤ;18.06.24;95หอ/22;165;
ำ6427;ำ6;ฤฬฤ;18.06.24;95หอ/22;243;
ำ6627;ำ6;ฤฬฤ;18.06.24;95หอ/22;142;
ำ61343;ำ6;ฤฬฤ;18.06.24;95หอ/22;164;
ฤะ330;ฤะ;รัย;18.06.24;;191;
ำ6124;ำ6;ัฮื;18.06.24;95หอ/22;225;
ำ6385;ำ6;ฯหส;18.06.24;95หอ/22;161;
ิย6352;ิย;อฦั;18.06.24;;0;
Þา332;Þา;ลสม;18.06.24;;69;
ย2987;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;76;
ัำ1401;ัำ;ลสม;18.06.24;;157;
ำ6219;ำ6;ลสม;18.06.24;95หอ/22;166;
ัำ1357;ัำ;รัย;18.06.24;;155;
Þา262;Þา;ลสม;18.06.24;;69;
5อ532;5อ;ัสื;18.06.24;;185;
ั75336;ั7;อำะ;18.06.24;;0;
ำ62427;ำ6;ฦำส;18.06.24;95หอ/22;228;
ศอ1924;ศอ;รัย;18.06.24;;106;
ำ6391;ำ6;ฯหส;18.06.24;95หอ/22;237;
ำ6407;ำ6;ฤฬฤ;18.06.24;95หอ/22;163;
ำ62954;ำ6;ฤุม;18.06.24;95หอ/22;132;
ำ6146;ำ6;ัฮื;18.06.24;95หอ/22;144;
ำ6222;ำ6;ัฮื;18.06.24;95หอ/22;223;
หภ9776;หภ;ัสื;18.06.24;;0;
ัำ1521;ัำ;อำะ;18.06.24;;147;
Þา773;Þา;ัสื;18.06.24;;127;
ฮฯ488;ฮฯ;อำะ;18.06.24;;0;
ัำ1219;ัำ;ัสื;18.06.24;;139;
ัำ1417;ัำ;ลสม;18.06.24;;170;
ิย6418;ิย;ลสม;18.06.24;;0;
ย2939;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;101;
ย2951;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;129;
หภ385;หภ;อำะ;18.06.24;;182;
ำ6083;ำ6;ลสม;18.06.24;95หอ/22;161;
ำ6174;ำ6;ลสม;18.06.24;95หอ/22;153;
ำ63575;ำ6;ฤฬฤ;18.06.24;95หอ/22;221;
ำะ837;ำะ;ลสม;18.06.24;;337;
ำ6503;ำ6;ลสม;18.06.24;95หอ/22;138;
ำ6205;ำ6;ลสม;18.06.24;95หอ/22;163;
ำ6269;ำ6;ฤฬฤ;18.06.24;95หอ/22;140;
A46118;A4;ัสื;18.06.24;;0;
Þา282;Þา;ัสื;18.06.24;;68;
ั75018;ั7;ลสม;18.06.24;;0;
ำ63571;ำ6;ฤฬฤ;18.06.24;95หอ/22;224;
ำ69277;ำ6;ฤฬฤ;18.06.24;95หอ/22;104;
ศอ1244;ศอ;อำะ;18.06.24;;106;
ำ6321;ำ6;ลสม;18.06.24;95หอ/22;177;
ำ62686;ำ6;ีฤา;18.06.24;95หอ/22;164;
ำ62951;ำ6;ลสม;18.06.24;95หอ/22;137;
ิย6106;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
ำ6182;ำ6;ัฮื;18.06.24;95หอ/22;204;
ำ62633;ำ6;ฤฬฤ;18.06.24;95หอ/22;236;
SZ210;SZ;ลสม;18.06.24;;211;
ั75032;ั7;ัสื;18.06.24;;0;
ำ6431;ำ6;ฤฬฤ;18.06.24;95หอ/22;164;
Þา186;Þา;อำะ;18.06.24;;159;
ฤ2183;ฤ2;ลสม;18.06.24;;49;
ัำ1685;ัำ;ัสื;18.06.24;;145;
SZ171;SZ;ฤุม;18.06.24;338ภะ/21;103;
ำ6347;ำ6;ฤฬฤ;18.06.24;95หอ/22;171;
หภ146;หภ;อำะ;18.06.24;;86;
ำ6280;ำ6;ัฮื;18.06.24;95หอ/22;162;
A46056;A4;รัย;18.06.24;สหึ-696-22-P07;0;
ศอ1309;ศอ;ัสื;18.06.24;;79;
ัำ2973;ัำ;อฦั;18.06.24;;158;
ย2969;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;54;
ิย5571;ิย;ลสม;18.06.24;;0;
5อ547;5อ;ฯหส;18.06.24;;185;
ัำ2919;ัำ;ลสม;18.06.24;;159;
ย2785;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;155;
5อ513;5อ;ฯหส;18.06.24;;175;
5อ276;5อ;ฯหส;18.06.24;;152;
ัำ1403;ัำ;ลสม;18.06.24;;167;
5อ581;5อ;ฯหส;18.06.24;;191;
ำ6548;ำ6;ัฮื;18.06.24;95หอ/22;223;
ำ6154;ำ6;ฬะย;18.06.24;95หอ/22;169;
ำ6300;ำ6;ลสม;18.06.24;95หอ/22;161;
ัำ800;ัำ;อฦั;18.06.24;;134;
ิย6254;ิย;อฦั;18.06.24;;0;
ัำ2957;ัำ;ัสื;18.06.24;;161;
ศอ2049;ศอ;ลสม;18.06.24;;101;
สห847;สห;ัสื;18.06.24;;187;
ำ6378;ำ6;ัฮื;18.06.24;95หอ/22;156;
ิย6234;ิย;ัสื;18.06.24;;0;
ำ6457;ำ6;ฤฬฤ;18.06.24;95หอ/22;162;
ย2989;ย2;รฬห;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;71;
ำ68446;ำ6;ฤุม;18.06.24;95หอ/22;216;
XC8404;XC;อฦั;18.06.24;;0;
ำ6385;ำ6;ลสม;18.06.24;95หอ/22;173;
ัำ1213;ัำ;ัสื;18.06.24;;146;
ำ6167;ำ6;ฤฬฤ;18.06.24;95หอ/22;220;
ำ6220;ำ6;ัฮื;18.06.24;95หอ/22;163;
ั75020;ั7;ลสม;18.06.24;;0;
ำ6266;ำ6;ลสม;18.06.24;95หอ/22;137;
ำ6408;ำ6;ัฮื;18.06.24;95หอ/22;164;
ำ6173;ำ6;ฯหส;18.06.24;95หอ/22;157;
ำ6461;ำ6;ฤฬฤ;18.06.24;95หอ/22;230;
Þา1105;Þา;ลสม;18.06.24;;70;
ัำ1227;ัำ;อฦั;18.06.24;;155;
ำ62461;ำ6;ฦำส;18.06.24;95หอ/22;220;
ฤะ424;ฤะ;ัสื;18.06.24;;182;
ฤะ594;ฤะ;รัย;18.06.24;;182;
ำ62428;ำ6;ฤุม;18.06.24;95หอ/22;219;
ย2925;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;170;
ัำ1021;ัำ;ลสม;18.06.24;;140;
ำ6299;ำ6;ฤฬฤ;18.06.24;95หอ/22;157;
ำ62985;ำ6;ลสม;18.06.24;95หอ/22;156;
ย2945;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;99;
5อ148;5อ;ฯหส;18.06.24;;147;
ั71074;ั7;ัสื;18.06.24;;0;
ำ6206;ำ6;ฬะย;18.06.24;95หอ/22;123;
ย2977;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;137;
ะฤ775;ะฤ;มรู;18.06.24;;18;
ย28115;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;187;
ำ6422;ำ6;ัฮื;18.06.24;95หอ/22;157;
ำ62952;ำ6;มภส;18.06.24;95หอ/22;65;
5อ582;5อ;ัสื;18.06.24;;189;
ำ6027;ำ6;ฯหส;18.06.24;95หอ/22;239;
ำ62634;ำ6;วยะ;18.06.24;95หอ/22;232;
SZ201;SZ;ฤุม;18.06.24;338ภะ/21;190;
ศอ2050;ศอ;ฮอร;18.06.24;;53;
ั71238;ั7;รัย;18.06.24;;0;
ำ66005;ำ6;ฤฬฤ;18.06.24;95หอ/22;161;
ฤะ6864;ฤะ;รัย;18.06.24;;190;
ำ6348;ำ6;ฬะย;18.06.24;95หอ/22;106;
ัำ1359;ัำ;รัย;18.06.24;;158;
ัำ1405;ัำ;ลสม;18.06.24;;159;
ำ6432;ำ6;ัฮื;18.06.24;95หอ/22;154;
ิย6108;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
5อ537;5อ;ฯหส;18.06.24;;185;
สห809;สห;อฦั;18.06.24;;180;
ำ6322;ำ6;ัฮื;18.06.24;95หอ/22;171;
Þา112;Þา;ลสม;18.06.24;;62;
SZ043;SZ;ฤุม;18.06.24;338ภะ/21;140;
ัำ1717;ัำ;ลสม;18.06.24;;159;
ะฤ423;ะฤ;รัย;18.06.24;;99;
ฤะ422;ฤะ;ัสื;18.06.24;;181;
ัำ1215;ัำ;ัสื;18.06.24;;150;
5อ874;5อ;อฦั;18.06.24;;191;
ศอ1048;ศอ;รัย;18.06.24;;98;
ำ6105;ำ6;ฤฬฤ;18.06.24;95หอ/22;243;
5อ503;5อ;ฯหส;18.06.24;;146;
ิย6350;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
ย2955;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ำ6093;ำ6;ฤฬฤ;18.06.24;95หอ/22;162;
Þา478;Þา;ัสื;18.06.24;;111;
ศอ1034;ศอ;ัสื;18.06.24;;90;
ศอ2030;ศอ;อฦั;18.06.24;;90;
ย2755;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;87;
ิย6404;ิย;ลสม;18.06.24;สหึ-696-22-P07;0;
ำ62733;ำ6;ฯหส;18.06.24;95หอ/22;220;
ำ62930;ำ6;ฤุม;18.06.24;95หอ/22;165;
ำ6241;ำ6;ฤฬฤ;18.06.24;95หอ/22;160;
ฤะ572;ฤะ;ัสื;18.06.24;;173;
ำ6263;ำ6;ฤฬฤ;18.06.24;95หอ/22;162;
ำ62447;ำ6;ฦำส;18.06.24;95หอ/22;218;
5อ573;5อ;ฯหส;18.06.24;;191;
ำ6675;ำ6;ัฮื;18.06.24;95หอ/22;152;
ำ62927;ำ6;ัสื;18.06.24;95หอ/22;136;
5อ533;5อ;ฯหส;18.06.24;;186;
ั75054;ั7;อฦั;18.06.24;สหึ-696-22-P07;0;
ฤ2182;ฤ2;ลสม;18.06.24;;46;
ย2991;ย2;รฬห;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;80;
SZ231;SZ;ฤุม;18.06.24;338ภะ/21;194;
ฤะ578;ฤะ;รัย;18.06.24;;170;
ัำ1415;ัำ;ลสม;18.06.24;;138;
ำ62769;ำ6;ฤฬฤ;18.06.24;95หอ/22;152;
Þา9842;Þา;ัสื;18.06.24;;0;
ิย6792;ิย;ลสม;18.06.24;;0;
ำ69903;ำ6;ำิภ;18.06.24;95หอ/22;176;
ำ6173;ำ6;ลสม;18.06.24;95หอ/22;119;
ำ62955;ำ6;ลสม;18.06.24;95หอ/22;141;
ำ6365;ำ6;ฯหส;18.06.24;95หอ/22;158;
ำ6462;ำ6;ัฮื;18.06.24;95หอ/22;213;
ำ62441;ำ6;ฦำส;18.06.24;95หอ/22;225;
ำ62986;ำ6;มศุ;18.06.24;95หอ/22;100;
ำ62963;ำ6;ลสม;18.06.24;95หอ/22;133;
ัำ1605;ัำ;ัสื;18.06.24;;152;
ำ6265;ำ6;ฤฬฤ;18.06.24;95หอ/22;137;
ำ62953;ำ6;ลสม;18.06.24;95หอ/22;159;
SZ121;SZ;ฤุม;18.06.24;338ภะ/21;57;
ศอ1073;ศอ;ลสม;18.06.24;;78;
ำ6299;ำ6;ลสม;18.06.24;95หอ/22;160;
Þา358;Þา;ัสื;18.06.24;;174;
ั75034;ั7;ัสื;18.06.24;;0;
ฤ2122;ฤ2;ฯหส;18.06.24;;49;
ัำ792;ัำ;ลสม;18.06.24;;155;
ำ6651;ำ6;ฤฬฤ;18.06.24;95หอ/22;235;
ฤะ476;ฤะ;รัย;18.06.24;;188;
ะฤ178;ะฤ;มรู;18.06.24;;73;
ัำ1419;ัำ;ลสม;18.06.24;;160;
ำ62685;ำ6;ฬะย;18.06.24;95หอ/22;166;
ย2745;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;77;
ิย6236;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
ย2735;ย2;ฬศส;18.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
ศอ2091;ศอ;ลสม;18.06.24;;87;
าศ910;าศ;ัสื;18.06.24;;122;
ำ66060;ำ6;ัฮื;18.06.24;95หอ/22;132;
ิย6102;ิย;อฦั;18.06.24;สหึ-696-22-P07;0;
ศอ1017;ศอ;ลสม;18.06.24;;27;
ศอ2075;ศอ;ลสม;18.06.24;;95;
ศอ1003;ศอ;ลสม;18.06.24;;86;
ำ6387;ำ6;ฤฬฤ;18.06.24;95หอ/22;163;
ศอ1011;ศอ;ลสม;18.06.24;;97;
ำ6624;ำ6;ลสม;18.06.24;95หอ/22;149;
ำ62425;ำ6;ฦำส;18.06.24;95หอ/22;197;
SZ303;SZ;ฤุม;18.06.24;338ภะ/21;171;
ศอ1041;ศอ;ลสม;18.06.24;;97;
ำ62903;ำ6;ลสม;18.06.24;95หอ/22;155;
ำ6028;ำ6;ัฮื;18.06.24;95หอ/22;138;
ำ6271;ำ6;ฤฬฤ;18.06.24;95หอ/22;156;
ำ62909;ำ6;ฤฬฤ;19.06.24;95หอ/22;224;
ศอ3035;ศอ;ลสม;19.06.24;;413;
ศล5617;ศล;ฯะห;19.06.24;;0;
ำ62803;ำ6;ฤฬฤ;19.06.24;95หอ/22;206;
2S040;2S;ฮอร;19.06.24;สหึ-696-22-P07;0;
5อ577;5อ;ฯหส;19.06.24;;145;
