อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
ัำ1221;ัำ;อฦั;16.02.24;;130;
ำ6220;ำ6;ัฮื;16.02.24;95หอ/22;215;
5อ532;5อ;ัสื;16.02.24;;187;
ัำ1401;ัำ;ลสม;16.02.24;;183;
ิย5979;ิย;อฦั;16.02.24;;188;
ฤะ422;ฤะ;ัสื;16.02.24;;189;
ำ6377;ำ6;ฤฬฤ;16.02.24;95หอ/22;242;
ศอ1916;ศอ;อำะ;16.02.24;;102;
5อ280;5อ;ัสื;16.02.24;;187;
ำ6391;ำ6;ฯหส;16.02.24;95หอ/22;229;
ลฮ809;ลฮ;อฦั;16.02.24;;0;
ำ6206;ำ6;ฬะย;16.02.24;95หอ/22;167;
ัำ2919;ัำ;ลสม;16.02.24;;154;
ย2951;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;98;
ัำ1605;ัำ;ัสื;16.02.24;;125;
ศอ1305;ศอ;ัสื;16.02.24;;91;
ย2939;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;155;
Þา282;Þา;ัสื;16.02.24;;68;
ำ6146;ำ6;ัฮื;16.02.24;95หอ/22;138;
ำ6173;ำ6;ฯหส;16.02.24;95หอ/22;151;
ั75018;ั7;ลสม;16.02.24;;0;
ัำ1413;ัำ;ลสม;16.02.24;;182;
ิย6106;ิย;อฦั;16.02.24;;0;
Þย276;Þย;ะฬฮ;16.02.24;;16;
ำ62432;ำ6;สหม;16.02.24;95หอ/22;223;
าศ4214;าศ;ัสื;16.02.24;;150;
ำ62986;ำ6;มศุ;16.02.24;95หอ/22;140;
ำ6299;ำ6;ฤฬฤ;16.02.24;95หอ/22;157;
ิย6949;ิย;ัสื;16.02.24;;0;
หภ377;หภ;อำะ;16.02.24;;96;
ำ6234;ำ6;ัฮื;16.02.24;95หอ/22;159;
Þย246;Þย;ัสื;16.02.24;;49;
หภ385;หภ;อำะ;16.02.24;;161;
ำ6268;ำ6;ลสม;16.02.24;95หอ/22;160;
ศอ1045;ศอ;ลสม;16.02.24;;84;
ำ6572;ำ6;ลสม;16.02.24;95หอ/22;172;
ัำ1521;ัำ;อำะ;16.02.24;;178;
ำ6437;ำ6;ฤฬฤ;16.02.24;95หอ/22;155;
ั75032;ั7;ัสื;16.02.24;;0;
ำ62634;ำ6;วยะ;16.02.24;95หอ/22;220;
ำ62428;ำ6;ฤุม;16.02.24;95หอ/22;211;
ฤะ6862;ฤะ;รัย;16.02.24;;184;
หภ146;หภ;อำะ;16.02.24;;88;
5อ581;5อ;ฯหส;16.02.24;;177;
ำ6431;ำ6;ฤฬฤ;16.02.24;95หอ/22;228;
ิย6418;ิย;ลสม;16.02.24;;0;
5อ148;5อ;ฯหส;16.02.24;;181;
5อ503;5อ;ฯหส;16.02.24;;177;
ัำ1607;ัำ;ัสื;16.02.24;;144;
ำ6154;ำ6;ฬะย;16.02.24;95หอ/22;228;
ย2983;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;96;
ัำ1227;ัำ;อฦั;16.02.24;;134;
ำ6278;ำ6;ัฮื;16.02.24;95หอ/22;228;
ย2966;ย2;ลสม;16.02.24;;84;
ลฮ420;ลฮ;ัสื;16.02.24;;0;
ำ6548;ำ6;ัฮื;16.02.24;95หอ/22;241;
ำ62865;ำ6;ฬะย;16.02.24;95หอ/22;67;
ำ6798;ำ6;DWC;16.02.24;95หอ/22;0;
ำ62590;ำ6;ฮุุ;16.02.24;95หอ/22;149;
SZ041;SZ;ฤุม;16.02.24;338ภะ/21;192;
ัำ2973;ัำ;อฦั;16.02.24;;152;
ำ6274;ำ6;ลสม;16.02.24;95หอ/22;149;
Þา280;Þา;ลสม;16.02.24;;68;
Þา302;Þา;ลสม;16.02.24;;48;
ำ6457;ำ6;ฤฬฤ;16.02.24;95หอ/22;161;
ำ6167;ำ6;ฤฬฤ;16.02.24;95หอ/22;160;
5อ510;5อ;อฦั;16.02.24;;187;
ัำ1403;ัำ;ลสม;16.02.24;;181;
ำ68446;ำ6;ฤุม;16.02.24;95หอ/22;204;
Þย586;Þย;ัสื;16.02.24;;38;
ย28213;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;175;
ำ6378;ำ6;ัฮื;16.02.24;95หอ/22;225;
Þย582;Þย;อฦั;16.02.24;;24;
ำ68531;ำ6;ฯหส;16.02.24;95หอ/22;144;
ั71076;ั7;ัสื;16.02.24;;0;
ัำ1213;ัำ;ัสื;16.02.24;;171;
ำ6266;ำ6;ลสม;16.02.24;95หอ/22;159;
ำ62953;ำ6;ลสม;16.02.24;95หอ/22;138;
ำ6173;ำ6;ลสม;16.02.24;95หอ/22;159;
ิย6238;ิย;ัสื;16.02.24;;0;
SZ201;SZ;ฤุม;16.02.24;338ภะ/21;182;
ำ62461;ำ6;ฦำส;16.02.24;95หอ/22;139;
ฤะ468;ฤะ;รัย;16.02.24;;178;
ย2955;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;99;
ศอ1331;ศอ;ัสื;16.02.24;;87;
ั71238;ั7;รัย;16.02.24;;0;
ำ6267;ำ6;ฤฬฤ;16.02.24;95หอ/22;159;
ิย6114;ิย;อฦั;16.02.24;;0;
5อ582;5อ;ัสื;16.02.24;;185;
ย2945;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;125;
Þย242;Þย;อฦั;16.02.24;;48;
ย2977;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;170;
ศอ1071;ศอ;ลสม;16.02.24;;92;
Þา177;Þา;ลสม;16.02.24;;67;
ำ6471;ำ6;ฤฬฤ;16.02.24;95หอ/22;221;
ำ6299;ำ6;ลสม;16.02.24;95หอ/22;170;
ำ6270;ำ6;ลสม;16.02.24;95หอ/22;157;
ศอ1343;ศอ;ัสื;16.02.24;;98;
ัำ1359;ัำ;รัย;16.02.24;;150;
SZ221;SZ;ฤุม;16.02.24;338ภะ/21;189;
ำ66005;ำ6;ฤฬฤ;16.02.24;95หอ/22;163;
ิย6108;ิย;อฦั;16.02.24;;0;
ลฮ438;ลฮ;อฦั;16.02.24;;0;
ลฮ3433;ลฮ;ลสม;16.02.24;;445;
ัำ1405;ัำ;ลสม;16.02.24;;283;
Þา112;Þา;ลสม;16.02.24;;69;
5อ537;5อ;ฯหส;16.02.24;;178;
5อ270;5อ;ัสื;16.02.24;;184;
ำ6295;ำ6;ลสม;16.02.24;95หอ/22;136;
ัำ1225;ัำ;อฦั;16.02.24;;146;
ำ6105;ำ6;ฤฬฤ;16.02.24;95หอ/22;234;
ำ6432;ำ6;ัฮื;16.02.24;95หอ/22;211;
ำ6571;ำ6;ฯหส;16.02.24;95หอ/22;175;
ำ6093;ำ6;ฤฬฤ;16.02.24;95หอ/22;135;
SZ303;SZ;ฤุม;16.02.24;338ภะ/21;54;
ย2985;ย2;รฬห;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;79;
ำ6624;ำ6;ลสม;16.02.24;95หอ/22;135;
ย2755;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;127;
ฤะ572;ฤะ;ัสื;16.02.24;;178;
ศฦ202;ศฦ;ลสม;16.02.24;;172;
ย2757;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;160;
ฤะ578;ฤะ;รัย;16.02.24;;173;
ัำ1215;ัำ;ัสื;16.02.24;;153;
ำ6263;ำ6;ฤฬฤ;16.02.24;95หอ/22;144;
ำ62447;ำ6;ฦำส;16.02.24;95หอ/22;118;
ำ62861;ำ6;ลสม;16.02.24;95หอ/22;58;
ำ6458;ำ6;ัฮื;16.02.24;95หอ/22;143;
ศอ1030;ศอ;อฦั;16.02.24;;96;
ำ62866;ำ6;ฤุม;16.02.24;95หอ/22;160;
ิย6404;ิย;ลสม;16.02.24;;0;
ัำ632;ัำ;ลสม;16.02.24;;131;
฿ฬ9811;฿ฬ;ฮอร;16.02.24;;53;
ั75020;ั7;ลสม;16.02.24;;0;
ัำ1415;ัำ;ลสม;16.02.24;;180;
ฤะ424;ฤะ;ัสื;16.02.24;;186;
ิย6234;ิย;ัสื;16.02.24;;0;
ฤะ476;ฤะ;รัย;16.02.24;;175;
ัำ1341;ัำ;อฦั;16.02.24;;121;
ำ62954;ำ6;ฤุม;16.02.24;95หอ/22;214;
ลฮ805;ลฮ;อฦั;16.02.24;;0;
5อ571;5อ;ฯหส;16.02.24;;187;
ำ62441;ำ6;ฦำส;16.02.24;95หอ/22;222;
ั75072;ั7;ฮอร;16.02.24;สหึ-696-22-P07;0;
ำ68973;ำ6;ฤฬฤ;16.02.24;95หอ/22;153;
ำ6265;ำ6;ฤฬฤ;16.02.24;95หอ/22;140;
ำ62969;ำ6;ฤฬฤ;16.02.24;95หอ/22;126;
ำ6651;ำ6;ฤฬฤ;16.02.24;95หอ/22;160;
ำะ4239;ำะ;ลสม;16.02.24;;338;
ิย6792;ิย;ลสม;16.02.24;;0;
Þา358;Þา;ัสื;16.02.24;;174;
ิย6490;ิย;รัย;16.02.24;;0;
ั75054;ั7;อฦั;16.02.24;สหึ-696-22-P07;0;
ำ62803;ำ6;ฤฬฤ;16.02.24;95หอ/22;198;
ย2735;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
ำ68532;ำ6;ฤุม;16.02.24;95หอ/22;233;
ย2733;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;102;
ำ6472;ำ6;ัฮื;16.02.24;95หอ/22;105;
ย2739;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;131;
ำ62920;ำ6;ีฤา;16.02.24;95หอ/22;131;
ำ6387;ำ6;ฤฬฤ;16.02.24;95หอ/22;162;
ย2737;ย2;ฬศส;16.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;108;
ำ62425;ำ6;ฦำส;16.02.24;95หอ/22;123;
ำ66006;ำ6;ัฮื;16.02.24;95หอ/22;72;
SZ121;SZ;ฤุม;16.02.24;338ภะ/21;104;
ำ62927;ำ6;ัสื;16.02.24;95หอ/22;128;
ำ6271;ำ6;ฤฬฤ;16.02.24;95หอ/22;148;
ำ6571;ำ6;ลสม;16.02.24;95หอ/22;175;
ำ62909;ำ6;ฤฬฤ;16.02.24;95หอ/22;155;
ย28151;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;180;
ำ69547;ำ6;ัฮื;17.02.24;95หอ/22;51;
ศล5617;ศล;ฯะห;17.02.24;;0;
ำ6296;ำ6;ศสา;17.02.24;95หอ/22;128;
ั76216;ั7;ฯะห;17.02.24;;0;
ำ62874;ำ6;ฮุุ;17.02.24;95หอ/22;155;
ำ6174;ำ6;ีมะ;17.02.24;95หอ/22;169;
ำ62641;ำ6;ฯหส;17.02.24;95หอ/22;201;
ั75212;ั7;มรู;17.02.24;สหึ-696-22-P07;0;
ำ68253;ำ6;ฤฬฤ;17.02.24;95หอ/22;153;
ศอ1041;ศอ;ลสม;17.02.24;;80;
ำ6300;ำ6;มรู;17.02.24;95หอ/22;161;
ศอ1075;ศอ;ลสม;17.02.24;;100;
ิย6878;ิย;มรู;17.02.24;;0;
ำ6623;ำ6;ัีา;17.02.24;95หอ/22;134;
ำะ2891;ำะ;มรู;17.02.24;;237;
ำ62448;ำ6;ฮุุ;17.02.24;95หอ/22;221;
Þา9725;Þา;รัย;17.02.24;;122;
ำ6106;ำ6;ศสา;17.02.24;95หอ/22;196;
ะร815;ะร;ลสม;17.02.24;;47;
ิย2467;ิย;มรู;17.02.24;สหึ-696-22-P07;0;
ั75250;ั7;ฯะห;17.02.24;;0;
ย2717;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;183;
ำ62442;ำ6;ฤุม;17.02.24;95หอ/22;218;
ำ68974;ำ6;ีฤา;17.02.24;95หอ/22;154;
ำ62970;ำ6;สหม;17.02.24;95หอ/22;242;
ำ6094;ำ6;ัีา;17.02.24;95หอ/22;129;
ำ6652;ำ6;มภอ;17.02.24;95หอ/22;157;
ำ6388;ำ6;ฮฬั;17.02.24;95หอ/22;162;
ำ62804;ำ6;มศุ;17.02.24;95หอ/22;211;
ำ62611;ำ6;ฤฬฤ;17.02.24;95หอ/22;181;
ศอ1021;ศอ;ลสม;17.02.24;;78;
ฤะ404;ฤะ;ลสม;17.02.24;;189;
ฤะ516;ฤะ;ลสม;17.02.24;;184;
ำ62928;ำ6;ฤุม;17.02.24;95หอ/22;160;
ฤะ340;ฤะ;ลสม;17.02.24;;187;
ิย6402;ิย;ลสม;17.02.24;;0;
ัำ1731;ัำ;ฯะห;17.02.24;;380;
ำ62426;ำ6;ีฤา;17.02.24;95หอ/22;218;
ิย6256;ิย;มรู;17.02.24;;0;
ฤะ6542;ฤะ;ลสม;17.02.24;;187;
ั73062;ั7;มรู;17.02.24;;0;
ัำ1217;ัำ;ัสื;17.02.24;;165;
ัำ1417;ัำ;ลสม;17.02.24;;154;
ัำ2817;ัำ;ลสม;17.02.24;;159;
5อ502;5อ;ลสม;17.02.24;;190;
ัำ2961;ัำ;ลสม;17.02.24;;154;
ำ62910;ำ6;ฮุุ;17.02.24;95หอ/22;161;
SZ043;SZ;ฤุม;17.02.24;338ภะ/21;138;
5อ294;5อ;ลสม;17.02.24;;183;
SZ333;SZ;ฤุม;17.02.24;338ภะ/21;191;
ำ6547;ำ6;ฯหส;17.02.24;95หอ/22;235;
หภ089;หภ;อำะ;17.02.24;;99;
หภ121;หภ;ลสม;17.02.24;;76;
ำ6262;ำ6;ลสม;17.02.24;95หอ/22;154;
ั72572;ั7;อำะ;17.02.24;สหึ-696-22-P07;0;
ศอ1073;ศอ;ลสม;17.02.24;;75;
ัำ1407;ัำ;ลสม;17.02.24;;180;
ศอ1506;ศอ;อำะ;17.02.24;;96;
ำ68254;ำ6;ฤุม;17.02.24;95หอ/22;160;
ำ61823;ำ6;ฤฬฤ;17.02.24;95หอ/22;238;
ำ62642;ำ6;ีฤา;17.02.24;95หอ/22;225;
ย2981;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;48;
ัำ1523;ัำ;อำะ;17.02.24;;151;
ำ6193;ำ6;ฤฬฤ;17.02.24;95หอ/22;227;
ำ6737;ำ6;ลสม;17.02.24;95หอ/22;120;
SZ211;SZ;ฤุม;17.02.24;338ภะ/21;203;
ำ6272;ำ6;ลสม;17.02.24;95หอ/22;161;
Þา542;Þา;อำะ;17.02.24;;117;
ย2975;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;101;
ศล5685;ศล;ฯะห;17.02.24;;0;
ำ62459;ำ6;ฦำส;17.02.24;95หอ/22;131;
ิย5567;ิย;ัสื;17.02.24;;188;
หภ317;หภ;อำะ;17.02.24;;92;
ำ62431;ำ6;ฦำส;17.02.24;95หอ/22;87;
ย2941;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;83;
หภ9775;หภ;ัสื;17.02.24;;78;
ำ6205;ำ6;ลสม;17.02.24;95หอ/22;162;
5อ276;5อ;ฯหส;17.02.24;;183;
ย2925;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;167;
ศอ1033;ศอ;ลสม;17.02.24;;95;
5อ531;5อ;ฯหส;17.02.24;;181;
ศอ1057;ศอ;ลสม;17.02.24;;80;
ำ6371;ำ6;ฤฬฤ;17.02.24;95หอ/22;160;
ำ6233;ำ6;ฤฬฤ;17.02.24;95หอ/22;162;
ย2783;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;155;
ำ6174;ำ6;ลสม;17.02.24;95หอ/22;155;
ิย6880;ิย;มรู;17.02.24;;0;
ำ62427;ำ6;ฦำส;17.02.24;95หอ/22;127;
ั75336ฤ;ั7;อำะ;17.02.24;;0;
ำ6797;ำ6;ฤฬฤ;17.02.24;95หอ/22;207;
ิย2466;ิย;มรู;17.02.24;สหึ-696-22-P07;0;
Þา105;Þา;ลสม;17.02.24;;67;
ำ6619;ำ6;ัฮื;17.02.24;95หอ/22;158;
A46052;A4;อฦั;17.02.24;;0;
ำ6773;ำ6;ลสม;17.02.24;95หอ/22;122;
SZ215;SZ;ฤุม;17.02.24;338ภะ/21;193;
ัำ1603;ัำ;ัสื;17.02.24;;144;
ิย6350;ิย;อฦั;17.02.24;สหึ-696-22-P07;0;
ั75338;ั7;อำะ;17.02.24;;0;
ำ6079;ำ6;ฤฬฤ;17.02.24;95หอ/22;147;
ำ6155;ำ6;ฤฬฤ;17.02.24;95หอ/22;157;
ำ6261;ำ6;ฤฬฤ;17.02.24;95หอ/22;153;
ำ6300;ำ6;ลสม;17.02.24;95หอ/22;160;
ำ61367;ำ6;ฤฬฤ;17.02.24;95หอ/22;240;
Þย453;Þย;ะฬฮ;17.02.24;;18;
ย2957;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;88;
ัำ1357;ัำ;รัย;17.02.24;;122;
ัำ1411;ัำ;ลสม;17.02.24;;151;
Þย283;Þย;ะฬฮ;17.02.24;;34;
Þา281;Þา;ลสม;17.02.24;;70;
ำ6153;ำ6;ฤฬฤ;17.02.24;95หอ/22;231;
ำ6321;ำ6;ลสม;17.02.24;95หอ/22;219;
ย2949;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;95;
ศอ1069;ศอ;ลสม;17.02.24;;97;
ำ6277;ำ6;ฤฬฤ;17.02.24;95หอ/22;161;
ิย6232;ิย;ัสื;17.02.24;;0;
ำ68445;ำ6;ฦำส;17.02.24;95หอ/22;137;
ฤะ332;ฤะ;ัสื;17.02.24;;190;
ฮฯ246;ฮฯ;อำะ;17.02.24;;0;
ำ6548;ำ6;ัฮื;17.02.24;95หอ/22;235;
ำ6584;ำ6;ฬะย;17.02.24;95หอ/22;143;
าิ866;าิ;ลสม;17.02.24;;0;
ำ6194;ำ6;ัฮื;17.02.24;95หอ/22;155;
ำ6627;ำ6;ฤฬฤ;17.02.24;95หอ/22;156;
ัำ1221;ัำ;อฦั;17.02.24;;111;
Þย454;Þย;ลสม;17.02.24;;47;
ำ6220;ำ6;ัฮื;17.02.24;95หอ/22;233;
5อ532;5อ;ัสื;17.02.24;;181;
ะร825;ะร;ลสม;17.02.24;;36;
ัำ1401;ัำ;ลสม;17.02.24;;151;
ำ6377;ำ6;ฤฬฤ;17.02.24;95หอ/22;166;
Þา262;Þา;ลสม;17.02.24;;67;
SZ212;SZ;ัสื;17.02.24;;158;
ำ6391;ำ6;ฯหส;17.02.24;95หอ/22;232;
ำ62951;ำ6;ลสม;17.02.24;95หอ/22;146;
ัำ1785;ัำ;อำะ;17.02.24;;147;
ำ6206;ำ6;ฬะย;17.02.24;95หอ/22;158;
SZ216;SZ;ภหภ;17.02.24;338ภะ/21;122;
ย2951;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;93;
ำ62633;ำ6;ฤฬฤ;17.02.24;95หอ/22;222;
ัำ1605;ัำ;ัสื;17.02.24;;146;
ำ6407;ำ6;ฤฬฤ;17.02.24;95หอ/22;161;
5อ270;5อ;ัสื;17.02.24;;181;
ย2939;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;93;
ำ6173;ำ6;ฯหส;17.02.24;95หอ/22;155;
ั75018;ั7;ลสม;17.02.24;;0;
ัำ1413;ัำ;ลสม;17.02.24;;176;
ิย6106;ิย;อฦั;17.02.24;สหึ-696-22-P07;0;
Þย454;Þย;ะฬฮ;17.02.24;;16;
ำ62432;ำ6;สหม;17.02.24;95หอ/22;213;
ำ6738;ำ6;DWC;17.02.24;95หอ/22;0;
ำ62877;ำ6;ฯหส;17.02.24;95หอ/22;36;
ำ6299;ำ6;ฤฬฤ;17.02.24;95หอ/22;175;
ำ6234;ำ6;ัฮื;17.02.24;95หอ/22;158;
Þา282;Þา;ัสื;17.02.24;;66;
ฤ2183;ฤ2;ลสม;17.02.24;;30;
ศอ1022;ศอ;อำะ;17.02.24;;87;
ำ6268;ำ6;ลสม;17.02.24;95หอ/22;156;
Þา9858;Þา;อำะ;17.02.24;;95;
ฤะ468;ฤะ;รัย;17.02.24;;181;
ำ6437;ำ6;ฤฬฤ;17.02.24;95หอ/22;230;
Þา186;Þา;อำะ;17.02.24;;124;
ั75032;ั7;ัสื;17.02.24;;0;
ำ6156;ำ6;ัฮื;17.02.24;95หอ/22;94;
ำ62428;ำ6;ฤุม;17.02.24;95หอ/22;203;
ฤะ6862;ฤะ;รัย;17.02.24;;177;
หภ146;หภ;อำะ;17.02.24;;83;
ำ69865;ำ6;ำิภ;17.02.24;95หอ/22;215;
ัำ2957;ัำ;ัสื;17.02.24;;146;
าศ3523;าศ;ลสม;17.02.24;;19;
5อ148;5อ;ฯหส;17.02.24;;184;
ำ6154;ำ6;ฬะย;17.02.24;95หอ/22;205;
ัำ1227;ัำ;อฦั;17.02.24;;124;
ำ6278;ำ6;ัฮื;17.02.24;95หอ/22;153;
ำ6431;ำ6;ฤฬฤ;17.02.24;95หอ/22;163;
ำ6798;ำ6;DWC;17.02.24;95หอ/22;0;
ำ69693;ำ6;อฦย;17.02.24;95หอ/22;192;
ย28153;ย2;ยศา;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;190;
ิห2038;ิห;ลสม;17.02.24;;0;
สห438;สห;อฦั;17.02.24;;187;
ัำ1403;ัำ;ลสม;17.02.24;;154;
ำ68446;ำ6;ฤุม;17.02.24;95หอ/22;210;
ำ6378;ำ6;ัฮื;17.02.24;95หอ/22;210;
ำ6572;ำ6;ลสม;17.02.24;95หอ/22;159;
ำ62952;ำ6;มภส;17.02.24;95หอ/22;126;
ิย5571;ิย;ลสม;17.02.24;;190;
ำ62879;ำ6;ฯหส;17.02.24;95หอ/22;133;
ั71076;ั7;ัสื;17.02.24;;0;
ำ6508;ำ6;ัฮื;17.02.24;95หอ/22;154;
SZ201;SZ;ฤุม;17.02.24;338ภะ/21;184;
ัำ1213;ัำ;ัสื;17.02.24;;128;
ำ6266;ำ6;ลสม;17.02.24;95หอ/22;161;
ำ62953;ำ6;ลสม;17.02.24;95หอ/22;125;
Þา679;Þา;ัสื;17.02.24;;99;
ำ6173;ำ6;ลสม;17.02.24;95หอ/22;169;
ำ62634;ำ6;วยะ;17.02.24;95หอ/22;224;
ิย6238;ิย;ัสื;17.02.24;;0;
Þา1105;Þา;ลสม;17.02.24;;55;
ำ62461;ำ6;ฦำส;17.02.24;95หอ/22;114;
ย2955;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;94;
ั71238;ั7;รัย;17.02.24;;0;
ำ6408;ำ6;ัฮื;17.02.24;95หอ/22;146;
ำ6267;ำ6;ฤฬฤ;17.02.24;95หอ/22;161;
ำ6471;ำ6;ฤฬฤ;17.02.24;95หอ/22;230;
ิย6114;ิย;อฦั;17.02.24;สหึ-696-22-P07;0;
5อ582;5อ;ัสื;17.02.24;;188;
ย2945;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;90;
SZ105;SZ;ฤุม;17.02.24;338ภะ/21;178;
Þย289;Þย;ะฬฮ;17.02.24;;24;
ย2977;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;148;
ำ6080;ำ6;ฯหส;17.02.24;95หอ/22;150;
ำ6299;ำ6;ลสม;17.02.24;95หอ/22;173;
ำ69866;ำ6;อฦย;17.02.24;95หอ/22;219;
Þย204;Þย;ะฬฮ;17.02.24;;33;
ำ6122;ำ6;ฤฬฤ;17.02.24;95หอ/22;131;
ัำ1359;ัำ;รัย;17.02.24;;89;
ฤะ422;ฤะ;ัสื;17.02.24;;172;
ัำ1405;ัำ;ลสม;17.02.24;;175;
Þา112;Þา;ลสม;17.02.24;;60;
ศอ1032;ศอ;ัสื;17.02.24;;91;
ิย6108;ิย;อฦั;17.02.24;สหึ-696-22-P07;0;
ัำ1225;ัำ;อฦั;17.02.24;;118;
SZ231;SZ;ฤุม;17.02.24;338ภะ/21;192;
ำ6105;ำ6;ฤฬฤ;17.02.24;95หอ/22;236;
ำ62878;ำ6;สหม;17.02.24;95หอ/22;228;
ย2979;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;61;
ำ6624;ำ6;ลสม;17.02.24;95หอ/22;162;
ฤะ572;ฤะ;ัสื;17.02.24;;189;
ำ6432;ำ6;ัฮื;17.02.24;95หอ/22;154;
ย2775;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;77;
ำ62167;ำ6;ฦำส;17.02.24;95หอ/22;135;
ำ62662;ำ6;ฤุม;17.02.24;95หอ/22;163;
ฤ2182;ฤ2;ลสม;17.02.24;;30;
ฤะ578;ฤะ;รัย;17.02.24;;164;
ัำ1215;ัำ;ัสื;17.02.24;;137;
ำ6263;ำ6;ฤฬฤ;17.02.24;95หอ/22;157;
ำ62447;ำ6;ฦำส;17.02.24;95หอ/22;152;
ำ62733;ำ6;ฯหส;17.02.24;95หอ/22;87;
ำ62961;ำ6;ลสม;17.02.24;95หอ/22;148;
ิย6404;ิย;ลสม;17.02.24;;0;
ั75020;ั7;ลสม;17.02.24;;0;
ำ6246;ำ6;ลสม;17.02.24;95หอ/22;155;
ัำ1415;ัำ;ลสม;17.02.24;;149;
ฤะ424;ฤะ;ัสื;17.02.24;;177;
ฤะ476;ฤะ;รัย;17.02.24;;190;
ัำ1341;ัำ;อฦั;17.02.24;;84;
A46117;A4;ัสื;17.02.24;;0;
ำ62954;ำ6;ฤุม;17.02.24;95หอ/22;205;
ัำ632;ัำ;ลสม;17.02.24;;134;
ศอ3093;ศอ;ลสม;17.02.24;;409;
ำ62441;ำ6;ฦำส;17.02.24;95หอ/22;214;
ำ68973;ำ6;ฤฬฤ;17.02.24;95หอ/22;194;
ำ6265;ำ6;ฤฬฤ;17.02.24;95หอ/22;159;
ำ62969;ำ6;ฤฬฤ;17.02.24;95หอ/22;132;
Þา358;Þา;ัสื;17.02.24;;121;
ำ6472;ำ6;ัฮื;17.02.24;95หอ/22;148;
ำ69071;ำ6;ำิภ;17.02.24;95หอ/22;206;
ำ62803;ำ6;ฤฬฤ;17.02.24;95หอ/22;160;
ั75158;ั7;รัย;17.02.24;;0;
ย2735;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;108;
ำ62880;ำ6;ฤุม;17.02.24;95หอ/22;227;
ย2739;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;160;
ำ62127;ำ6;ฤฬฤ;17.02.24;95หอ/22;164;
ย2737;ย2;ฬศส;17.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;102;
ำ62425;ำ6;ฦำส;17.02.24;95หอ/22;142;
ำ62909;ำ6;ฤฬฤ;17.02.24;95หอ/22;166;
